Chr1plus	775594	775668	+	Chr1plus_775594_775668	Chr1plus_775594	Chr1plus_775668	5'UTR	intron	Pa_1_2190.G
Chr1plus	788627	788872	+	Chr1plus_788627_788872	Chr1plus_788627	Chr1plus_788872	5'UTR	intron	Pa_1_2220.G
Chr1plus	796087	796138	-	Chr1plus_796087_796138	Chr1plus_796087	Chr1plus_796138	3'UTR	intron	Pa_1_2240.G
Chr1plus	796087	796133	-	Chr1plus_796087_796133	Chr1plus_796087	Chr1plus_796133	3'UTR	intron	Pa_1_2240.G
Chr1plus	796087	796148	-	Chr1plus_796087_796148	Chr1plus_796087	Chr1plus_796148	3'UTR	intron	Pa_1_2240.G
Chr1plus	813079	813204	+	Chr1plus_813079_813204	Chr1plus_813079	Chr1plus_813204	5'UTR	intron	Pa_1_2290.G
Chr1plus	819139	819358	-	Chr1plus_819139_819358	Chr1plus_819139	Chr1plus_819358	5'UTR	intron	Pa_1_2300.G
Chr1plus	819221	819358	-	Chr1plus_819221_819358	Chr1plus_819221	Chr1plus_819358	5'UTR	intron	Pa_1_2300.G
Chr1plus	827650	827717	-	Chr1plus_827650_827717	Chr1plus_827650	Chr1plus_827717	3'UTR	intron	Pa_1_2320.G
Chr1plus	884581	884677	+	Chr1plus_884581_884677	Chr1plus_884581	Chr1plus_884677	3'UTR	intron	Pa_1_2445.G
Chr1plus	888960	889565	+	Chr1plus_888960_889565	Chr1plus_888960	Chr1plus_889565	5'UTR	intron	Pa_1_2450.G
Chr1plus	889367	889565	+	Chr1plus_889367_889565	Chr1plus_889367	Chr1plus_889565	5'UTR	intron	Pa_1_2450.G
Chr1plus	889745	890100	+	Chr1plus_889745_890100	Chr1plus_889745	Chr1plus_890100	5'UTR	intron	Pa_1_2450.G
Chr1plus	905114	905164	-	Chr1plus_905114_905164	Chr1plus_905114	Chr1plus_905164	5'UTR	intron	Pa_1_2495.G
Chr1plus	1027983	1028050	+	Chr1plus_1027983_1028050	Chr1plus_1027983	Chr1plus_1028050	5'UTR	intron	Pa_1_2865.G
Chr1plus	1028914	1028972	+	Chr1plus_1028914_1028972	Chr1plus_1028914	Chr1plus_1028972	3'UTR	intron	Pa_1_2865.G
Chr1plus	1037228	1037289	+	Chr1plus_1037228_1037289	Chr1plus_1037228	Chr1plus_1037289	5'UTR	intron	Pa_1_2880.G
Chr1plus	1063503	1063607	+	Chr1plus_1063503_1063607	Chr1plus_1063503	Chr1plus_1063607	3'UTR	intron	Pa_1_2935.G
Chr1plus	1079416	1079477	+	Chr1plus_1079416_1079477	Chr1plus_1079416	Chr1plus_1079477	3'UTR	intron	Pa_1_2980.G
Chr1plus	1079686	1079757	+	Chr1plus_1079686_1079757	Chr1plus_1079686	Chr1plus_1079757	3'UTR	intron	Pa_1_2980.G
Chr1plus	1112585	1112687	-	Chr1plus_1112585_1112687	Chr1plus_1112585	Chr1plus_1112687	5'UTR	intron	Pa_1_3050.G
Chr1plus	1112585	1112641	-	Chr1plus_1112585_1112641	Chr1plus_1112585	Chr1plus_1112641	5'UTR	intron	Pa_1_3050.G
Chr1plus	1115001	1115204	+	Chr1plus_1115001_1115204	Chr1plus_1115001	Chr1plus_1115204	5'UTR	intron	Pa_1_3070.G
Chr1plus	1115001	1115200	+	Chr1plus_1115001_1115200	Chr1plus_1115001	Chr1plus_1115200	5'UTR	intron	Pa_1_3070.G
Chr1plus	1115001	1115209	+	Chr1plus_1115001_1115209	Chr1plus_1115001	Chr1plus_1115209	5'UTR	intron	Pa_1_3070.G
Chr1plus	1115001	1115212	+	Chr1plus_1115001_1115212	Chr1plus_1115001	Chr1plus_1115212	5'UTR	intron	Pa_1_3070.G
Chr1plus	1115076	1115204	+	Chr1plus_1115076_1115204	Chr1plus_1115076	Chr1plus_1115204	5'UTR	intron	Pa_1_3070.G
Chr1plus	1115076	1115209	+	Chr1plus_1115076_1115209	Chr1plus_1115076	Chr1plus_1115209	5'UTR	intron	Pa_1_3070.G
Chr1plus	1115076	1115212	+	Chr1plus_1115076_1115212	Chr1plus_1115076	Chr1plus_1115212	5'UTR	intron	Pa_1_3070.G
Chr1plus	1135721	1136103	+	Chr1plus_1135721_1136103	Chr1plus_1135721	Chr1plus_1136103	5'UTR	intron	Pa_1_3130.G
Chr1plus	1135863	1136103	+	Chr1plus_1135863_1136103	Chr1plus_1135863	Chr1plus_1136103	5'UTR	intron	Pa_1_3130.G
Chr1plus	1136046	1136103	+	Chr1plus_1136046_1136103	Chr1plus_1136046	Chr1plus_1136103	5'UTR	intron	Pa_1_3130.G
Chr1plus	1136564	1136628	+	Chr1plus_1136564_1136628	Chr1plus_1136564	Chr1plus_1136628	5'UTR	intron	Pa_1_3130.G
Chr1plus	1138637	1138698	+	Chr1plus_1138637_1138698	Chr1plus_1138637	Chr1plus_1138698	CDS-3'UTR	intron	Pa_1_3130.G
Chr1plus	1138637	1138704	+	Chr1plus_1138637_1138704	Chr1plus_1138637	Chr1plus_1138704	CDS-3'UTR	intron	Pa_1_3130.G
Chr1plus	1217236	1217298	-	Chr1plus_1217236_1217298	Chr1plus_1217236	Chr1plus_1217298	3'UTR	intron	Pa_1_3370.G
Chr1plus	1234420	1234736	+	Chr1plus_1234420_1234736	Chr1plus_1234420	Chr1plus_1234736	5'UTR	intron	Pa_1_3400.G
Chr1plus	1249066	1249199	-	Chr1plus_1249066_1249199	Chr1plus_1249066	Chr1plus_1249199	5'UTR	intron	Pa_1_3420.G
Chr1plus	1249070	1249199	-	Chr1plus_1249070_1249199	Chr1plus_1249070	Chr1plus_1249199	5'UTR	intron	Pa_1_3420.G
Chr1plus	1269465	1269527	-	Chr1plus_1269465_1269527	Chr1plus_1269465	Chr1plus_1269527	5'UTR	intron	Pa_1_3450.G
Chr1plus	1293918	1293973	-	Chr1plus_1293918_1293973	Chr1plus_1293918	Chr1plus_1293973	3'UTR	intron	Pa_1_3520.G
Chr1plus	1293914	1293973	-	Chr1plus_1293914_1293973	Chr1plus_1293914	Chr1plus_1293973	3'UTR	intron	Pa_1_3520.G
Chr1plus	1306569	1306750	+	Chr1plus_1306569_1306750	Chr1plus_1306569	Chr1plus_1306750	5'UTR	intron	Pa_1_3560.G
Chr1plus	1306821	1307250	+	Chr1plus_1306821_1307250	Chr1plus_1306821	Chr1plus_1307250	5'UTR	intron	Pa_1_3560.G
Chr1plus	1306821	1307012	+	Chr1plus_1306821_1307012	Chr1plus_1306821	Chr1plus_1307012	5'UTR	intron	Pa_1_3560.G
Chr1plus	1307013	1307250	+	Chr1plus_1307013_1307250	Chr1plus_1307013	Chr1plus_1307250	5'UTR	intron	Pa_1_3560.G
Chr1plus	1306821	1307505	+	Chr1plus_1306821_1307505	Chr1plus_1306821	Chr1plus_1307505	5'UTR-CDS	ES	Pa_1_3560.G
Chr1plus	1307013	1307505	+	Chr1plus_1307013_1307505	Chr1plus_1307013	Chr1plus_1307505	5'UTR-CDS	ES	Pa_1_3560.G
Chr1plus	1307251	1307505	+	Chr1plus_1307251_1307505	Chr1plus_1307251	Chr1plus_1307505	5'UTR-CDS	ES	Pa_1_3560.G
Chr1plus	1342682	1342815	-	Chr1plus_1342682_1342815	Chr1plus_1342682	Chr1plus_1342815	5'UTR	intron	Pa_1_3685.G
Chr1plus	1341874	1341931	-	Chr1plus_1341874_1341931	Chr1plus_1341874	Chr1plus_1341931	3'UTR	intron	Pa_1_3685.G
Chr1plus	1384797	1384859	-	Chr1plus_1384797_1384859	Chr1plus_1384797	Chr1plus_1384859	5'UTR	intron	Pa_1_3790.G
Chr1plus	1397247	1397315	-	Chr1plus_1397247_1397315	Chr1plus_1397247	Chr1plus_1397315	5'UTR	intron	Pa_1_3840.G
Chr1plus	1403303	1403367	-	Chr1plus_1403303_1403367	Chr1plus_1403303	Chr1plus_1403367	5'UTR	intron	Pa_1_3850.G
Chr1plus	1403521	1403638	-	Chr1plus_1403521_1403638	Chr1plus_1403521	Chr1plus_1403638	5'UTR	intron	Pa_1_3850.G
Chr1plus	1404890	1404944	+	Chr1plus_1404890_1404944	Chr1plus_1404890	Chr1plus_1404944	5'UTR	intron	Pa_1_3853.G
Chr1plus	1437279	1437362	+	Chr1plus_1437279_1437362	Chr1plus_1437279	Chr1plus_1437362	5'UTR	intron	Pa_1_3945.G
Chr1plus	1437279	1437473	+	Chr1plus_1437279_1437473	Chr1plus_1437279	Chr1plus_1437473	5'UTR	intron	Pa_1_3945.G
Chr1plus	1441155	1441233	+	Chr1plus_1441155_1441233	Chr1plus_1441155	Chr1plus_1441233	5'UTR	intron	Pa_1_3960.G
Chr1plus	1443063	1443171	-	Chr1plus_1443063_1443171	Chr1plus_1443063	Chr1plus_1443171	5'UTR	intron	Pa_1_3970.G
Chr1plus	1443085	1443171	-	Chr1plus_1443085_1443171	Chr1plus_1443085	Chr1plus_1443171	5'UTR	intron	Pa_1_3970.G
Chr1plus	1455962	1456034	-	Chr1plus_1455962_1456034	Chr1plus_1455962	Chr1plus_1456034	5'UTR	intron	Pa_1_4010.G
Chr1plus	1464896	1464950	-	Chr1plus_1464896_1464950	Chr1plus_1464896	Chr1plus_1464950	5'UTR	intron	Pa_1_4040.G
Chr1plus	1494677	1494734	-	Chr1plus_1494677_1494734	Chr1plus_1494677	Chr1plus_1494734	3'UTR	intron	Pa_1_4150.G
Chr1plus	1504422	1504473	+	Chr1plus_1504422_1504473	Chr1plus_1504422	Chr1plus_1504473	3'UTR	intron	Pa_1_4180.G
Chr1plus	1518455	1518511	+	Chr1plus_1518455_1518511	Chr1plus_1518455	Chr1plus_1518511	3'UTR	intron	Pa_1_4260.G
Chr1plus	1547389	1547498	-	Chr1plus_1547389_1547498	Chr1plus_1547389	Chr1plus_1547498	5'UTR	intron	Pa_1_4350.G
Chr1plus	1558777	1558937	-	Chr1plus_1558777_1558937	Chr1plus_1558777	Chr1plus_1558937	5'UTR	intron	Pa_1_4370.G
Chr1plus	1558885	1558937	-	Chr1plus_1558885_1558937	Chr1plus_1558885	Chr1plus_1558937	5'UTR	intron	Pa_1_4370.G
Chr1plus	1603994	1604075	-	Chr1plus_1603994_1604075	Chr1plus_1603994	Chr1plus_1604075	5'UTR	intron	Pa_1_4490.G
Chr1plus	1621163	1621668	-	Chr1plus_1621163_1621668	Chr1plus_1621163	Chr1plus_1621668	5'UTR	intron	Pa_1_4530.G
Chr1plus	1621163	1621301	-	Chr1plus_1621163_1621301	Chr1plus_1621163	Chr1plus_1621301	5'UTR	intron	Pa_1_4530.G
Chr1plus	1621430	1621668	-	Chr1plus_1621430_1621668	Chr1plus_1621430	Chr1plus_1621668	5'UTR	intron	Pa_1_4530.G
Chr1plus	1686079	1686134	-	Chr1plus_1686079_1686134	Chr1plus_1686079	Chr1plus_1686134	3'UTR	intron	Pa_1_4710.G
Chr1plus	1707050	1707123	+	Chr1plus_1707050_1707123	Chr1plus_1707050	Chr1plus_1707123	3'UTR	intron	Pa_1_4770.G
Chr1plus	1708429	1708563	+	Chr1plus_1708429_1708563	Chr1plus_1708429	Chr1plus_1708563	3'UTR	intron	Pa_1_4770.G
Chr1plus	1711982	1712046	+	Chr1plus_1711982_1712046	Chr1plus_1711982	Chr1plus_1712046	3'UTR	intron	Pa_1_4780.G
Chr1plus	1713008	1713068	+	Chr1plus_1713008_1713068	Chr1plus_1713008	Chr1plus_1713068	3'UTR	intron	Pa_1_4780.G
Chr1plus	1717469	1717567	-	Chr1plus_1717469_1717567	Chr1plus_1717469	Chr1plus_1717567	3'UTR	intron	Pa_1_4795.G
Chr1plus	1719792	1719846	+	Chr1plus_1719792_1719846	Chr1plus_1719792	Chr1plus_1719846	3'UTR	intron	Pa_1_4800.G
Chr1plus	1719965	1720039	+	Chr1plus_1719965_1720039	Chr1plus_1719965	Chr1plus_1720039	3'UTR	intron	Pa_1_4800.G
Chr1plus	1731077	1731310	+	Chr1plus_1731077_1731310	Chr1plus_1731077	Chr1plus_1731310	5'UTR	intron	Pa_1_4850.G
Chr1plus	1731221	1731310	+	Chr1plus_1731221_1731310	Chr1plus_1731221	Chr1plus_1731310	5'UTR	intron	Pa_1_4850.G
Chr1plus	1736600	1736756	+	Chr1plus_1736600_1736756	Chr1plus_1736600	Chr1plus_1736756	5'UTR	intron	Pa_1_4860.G
Chr1plus	1736611	1736756	+	Chr1plus_1736611_1736756	Chr1plus_1736611	Chr1plus_1736756	5'UTR	intron	Pa_1_4860.G
Chr1plus	1754067	1754934	-	Chr1plus_1754067_1754934	Chr1plus_1754067	Chr1plus_1754934	5'UTR	intron	Pa_1_4920.G
Chr1plus	1754067	1754135	-	Chr1plus_1754067_1754135	Chr1plus_1754067	Chr1plus_1754135	5'UTR	intron	Pa_1_4920.G
Chr1plus	1762706	1762821	-	Chr1plus_1762706_1762821	Chr1plus_1762706	Chr1plus_1762821	3'UTR	intron	Pa_1_4950.G
Chr1plus	1804588	1804641	+	Chr1plus_1804588_1804641	Chr1plus_1804588	Chr1plus_1804641	5'UTR	intron	Pa_1_5070.G
Chr1plus	1867553	1867697	+	Chr1plus_1867553_1867697	Chr1plus_1867553	Chr1plus_1867697	5'UTR-CDS	intron	Pa_1_5260.G
Chr1plus	1881267	1881324	+	Chr1plus_1881267_1881324	Chr1plus_1881267	Chr1plus_1881324	5'UTR	intron	Pa_1_5306.G
Chr1plus	1934825	1934881	-	Chr1plus_1934825_1934881	Chr1plus_1934825	Chr1plus_1934881	CDS-5'UTR	intron	Pa_1_5488.G
Chr1plus	1967892	1967944	+	Chr1plus_1967892_1967944	Chr1plus_1967892	Chr1plus_1967944	3'UTR	intron	Pa_1_5580.G
Chr1plus	1983425	1983544	-	Chr1plus_1983425_1983544	Chr1plus_1983425	Chr1plus_1983544	5'UTR	intron	Pa_1_5615.G
Chr1plus	1983434	1983544	-	Chr1plus_1983434_1983544	Chr1plus_1983434	Chr1plus_1983544	5'UTR	intron	Pa_1_5615.G
Chr1plus	1991365	1991453	-	Chr1plus_1991365_1991453	Chr1plus_1991365	Chr1plus_1991453	5'UTR	intron	Pa_1_5630.G
Chr1plus	1989937	1989995	-	Chr1plus_1989937_1989995	Chr1plus_1989937	Chr1plus_1989995	3'UTR	intron	Pa_1_5630.G
Chr1plus	2025903	2025949	+	Chr1plus_2025903_2025949	Chr1plus_2025903	Chr1plus_2025949	5'UTR	intron	Pa_1_5740.G
Chr1plus	2044066	2044120	-	Chr1plus_2044066_2044120	Chr1plus_2044066	Chr1plus_2044120	5'UTR	intron	Pa_1_5780.G
Chr1plus	2047549	2047650	+	Chr1plus_2047549_2047650	Chr1plus_2047549	Chr1plus_2047650	5'UTR	intron	Pa_1_5790.G
Chr1plus	2047690	2047951	+	Chr1plus_2047690_2047951	Chr1plus_2047690	Chr1plus_2047951	5'UTR	intron	Pa_1_5790.G
Chr1plus	2090848	2090914	-	Chr1plus_2090848_2090914	Chr1plus_2090848	Chr1plus_2090914	5'UTR	intron	Pa_1_5910.G
Chr1plus	2091534	2091593	-	Chr1plus_2091534_2091593	Chr1plus_2091534	Chr1plus_2091593	5'UTR	intron	Pa_1_5910.G
Chr1plus	2091534	2091614	-	Chr1plus_2091534_2091614	Chr1plus_2091534	Chr1plus_2091614	5'UTR	intron	Pa_1_5910.G
Chr1plus	2168752	2168824	-	Chr1plus_2168752_2168824	Chr1plus_2168752	Chr1plus_2168824	5'UTR	intron	Pa_1_6060.G
Chr1plus	2168756	2168824	-	Chr1plus_2168756_2168824	Chr1plus_2168756	Chr1plus_2168824	5'UTR	intron	Pa_1_6060.G
Chr1plus	2180661	2180755	+	Chr1plus_2180661_2180755	Chr1plus_2180661	Chr1plus_2180755	5'UTR	intron	Pa_1_6100.G
Chr1plus	2194478	2194754	+	Chr1plus_2194478_2194754	Chr1plus_2194478	Chr1plus_2194754	5'UTR	intron	Pa_1_6120.G
Chr1plus	2243933	2243987	+	Chr1plus_2243933_2243987	Chr1plus_2243933	Chr1plus_2243987	5'UTR	intron	Pa_1_6260.G
Chr1plus	2250507	2250596	+	Chr1plus_2250507_2250596	Chr1plus_2250507	Chr1plus_2250596	CDS-3'UTR	intron	Pa_1_6265.G
Chr1plus	2255540	2255639	+	Chr1plus_2255540_2255639	Chr1plus_2255540	Chr1plus_2255639	CDS-3'UTR	intron	Pa_1_6280.G
Chr1plus	2258944	2259002	-	Chr1plus_2258944_2259002	Chr1plus_2258944	Chr1plus_2259002	3'UTR	intron	Pa_1_6310.G
Chr1plus	2258944	2259013	-	Chr1plus_2258944_2259013	Chr1plus_2258944	Chr1plus_2259013	3'UTR	intron	Pa_1_6310.G
Chr1plus	2258940	2259013	-	Chr1plus_2258940_2259013	Chr1plus_2258940	Chr1plus_2259013	3'UTR	intron	Pa_1_6310.G
Chr1plus	2274199	2274254	-	Chr1plus_2274199_2274254	Chr1plus_2274199	Chr1plus_2274254	5'UTR	intron	Pa_1_6360.G
Chr1plus	2281613	2281666	+	Chr1plus_2281613_2281666	Chr1plus_2281613	Chr1plus_2281666	3'UTR	intron	Pa_1_6390.G
Chr1plus	2281634	2281686	+	Chr1plus_2281634_2281686	Chr1plus_2281634	Chr1plus_2281686	3'UTR	intron	Pa_1_6390.G
Chr1plus	2281595	2281666	+	Chr1plus_2281595_2281666	Chr1plus_2281595	Chr1plus_2281666	CDS-3'UTR	intron	Pa_1_6390.G
Chr1plus	2306921	2307008	+	Chr1plus_2306921_2307008	Chr1plus_2306921	Chr1plus_2307008	5'UTR-CDS	intron	Pa_1_6500.G
Chr1plus	2375767	2375852	-	Chr1plus_2375767_2375852	Chr1plus_2375767	Chr1plus_2375852	5'UTR	intron	Pa_1_6680.G
Chr1plus	2374342	2374401	-	Chr1plus_2374342_2374401	Chr1plus_2374342	Chr1plus_2374401	3'UTR	intron	Pa_1_6680.G
Chr1plus	2412650	2413363	+	Chr1plus_2412650_2413363	Chr1plus_2412650	Chr1plus_2413363	5'UTR-CDS	intron	Pa_1_6760.G
Chr1plus	2413313	2413363	+	Chr1plus_2413313_2413363	Chr1plus_2413313	Chr1plus_2413363	5'UTR-CDS	intron	Pa_1_6760.G
Chr1plus	2432243	2432432	-	Chr1plus_2432243_2432432	Chr1plus_2432243	Chr1plus_2432432	CDS-5'UTR	intron	Pa_1_6820.G
Chr1plus	2435190	2435316	-	Chr1plus_2435190_2435316	Chr1plus_2435190	Chr1plus_2435316	5'UTR	intron	Pa_1_6830.G
Chr1plus	2435872	2435964	+	Chr1plus_2435872_2435964	Chr1plus_2435872	Chr1plus_2435964	5'UTR	intron	Pa_1_6840.G
Chr1plus	2453399	2453470	-	Chr1plus_2453399_2453470	Chr1plus_2453399	Chr1plus_2453470	5'UTR	intron	Pa_1_6885.G
Chr1plus	2469933	2470123	-	Chr1plus_2469933_2470123	Chr1plus_2469933	Chr1plus_2470123	5'UTR	intron	Pa_1_6920.G
Chr1plus	2470369	2470447	-	Chr1plus_2470369_2470447	Chr1plus_2470369	Chr1plus_2470447	5'UTR	intron	Pa_1_6920.G
Chr1plus	2483138	2483208	-	Chr1plus_2483138_2483208	Chr1plus_2483138	Chr1plus_2483208	3'UTR	intron	Pa_1_6970.G
Chr1plus	2483144	2483208	-	Chr1plus_2483144_2483208	Chr1plus_2483144	Chr1plus_2483208	3'UTR	intron	Pa_1_6970.G
Chr1plus	2497858	2497913	-	Chr1plus_2497858_2497913	Chr1plus_2497858	Chr1plus_2497913	5'UTR	intron	Pa_1_7040.G
Chr1plus	2497858	2498001	-	Chr1plus_2497858_2498001	Chr1plus_2497858	Chr1plus_2498001	5'UTR	intron	Pa_1_7040.G
Chr1plus	2497933	2498001	-	Chr1plus_2497933_2498001	Chr1plus_2497933	Chr1plus_2498001	5'UTR	intron	Pa_1_7040.G
Chr1plus	2500559	2500625	-	Chr1plus_2500559_2500625	Chr1plus_2500559	Chr1plus_2500625	3'UTR	intron	Pa_1_7060.G
Chr1plus	2524275	2524445	+	Chr1plus_2524275_2524445	Chr1plus_2524275	Chr1plus_2524445	5'UTR	intron	Pa_1_6960.G
Chr1plus	2524316	2524445	+	Chr1plus_2524316_2524445	Chr1plus_2524316	Chr1plus_2524445	5'UTR	intron	Pa_1_6960.G
Chr1plus	2537680	2537743	-	Chr1plus_2537680_2537743	Chr1plus_2537680	Chr1plus_2537743	5'UTR	intron	Pa_1_7140.G
Chr1plus	2538457	2538727	-	Chr1plus_2538457_2538727	Chr1plus_2538457	Chr1plus_2538727	5'UTR	intron	Pa_1_7140.G
Chr1plus	2544616	2544918	-	Chr1plus_2544616_2544918	Chr1plus_2544616	Chr1plus_2544918	5'UTR	intron	Pa_1_7155.G
Chr1plus	2563876	2564019	-	Chr1plus_2563876_2564019	Chr1plus_2563876	Chr1plus_2564019	5'UTR	intron	Pa_1_7220.G
Chr1plus	2577876	2577950	-	Chr1plus_2577876_2577950	Chr1plus_2577876	Chr1plus_2577950	5'UTR	intron	Pa_1_7260.G
Chr1plus	2585226	2585357	+	Chr1plus_2585226_2585357	Chr1plus_2585226	Chr1plus_2585357	5'UTR	intron	Pa_1_7290.G
Chr1plus	2586324	2586504	+	Chr1plus_2586324_2586504	Chr1plus_2586324	Chr1plus_2586504	CDS-3'UTR	intron	Pa_1_7290.G
Chr1plus	2619599	2619678	-	Chr1plus_2619599_2619678	Chr1plus_2619599	Chr1plus_2619678	5'UTR	intron	Pa_1_7355.G
Chr1plus	2642176	2642249	+	Chr1plus_2642176_2642249	Chr1plus_2642176	Chr1plus_2642249	5'UTR	intron	Pa_1_7420.G
Chr1plus	2642176	2642253	+	Chr1plus_2642176_2642253	Chr1plus_2642176	Chr1plus_2642253	5'UTR	intron	Pa_1_7420.G
Chr1plus	2659881	2659938	-	Chr1plus_2659881_2659938	Chr1plus_2659881	Chr1plus_2659938	5'UTR	intron	Pa_1_7460.G
Chr1plus	2660508	2660930	+	Chr1plus_2660508_2660930	Chr1plus_2660508	Chr1plus_2660930	5'UTR-CDS	intron	Pa_1_7470.G
Chr1plus	2660508	2660932	+	Chr1plus_2660508_2660932	Chr1plus_2660508	Chr1plus_2660932	5'UTR-CDS	intron	Pa_1_7470.G
Chr1plus	2665817	2665908	-	Chr1plus_2665817_2665908	Chr1plus_2665817	Chr1plus_2665908	5'UTR	intron	Pa_1_7480.G
