Chr1plus	426686	426759	+	Chr1plus_426686_426759	Chr1plus_426686	Chr1plus_426759
Chr1plus	426686	426764	+	Chr1plus_426686_426764	Chr1plus_426686	Chr1plus_426764
Chr1plus	429729	429814	-	Chr1plus_429729_429814	Chr1plus_429729	Chr1plus_429814
Chr1plus	452886	452985	+	Chr1plus_452886_452985	Chr1plus_452886	Chr1plus_452985
Chr1plus	506626	506866	-	Chr1plus_506626_506866	Chr1plus_506626	Chr1plus_506866
Chr1plus	509560	509623	-	Chr1plus_509560_509623	Chr1plus_509560	Chr1plus_509623
Chr1plus	513661	513717	-	Chr1plus_513661_513717	Chr1plus_513661	Chr1plus_513717
Chr1plus	543629	543699	+	Chr1plus_543629_543699	Chr1plus_543629	Chr1plus_543699
Chr1plus	544719	544774	+	Chr1plus_544719_544774	Chr1plus_544719	Chr1plus_544774
Chr1plus	547721	547775	-	Chr1plus_547721_547775	Chr1plus_547721	Chr1plus_547775
Chr1plus	549178	549230	+	Chr1plus_549178_549230	Chr1plus_549178	Chr1plus_549230
Chr1plus	563126	563402	-	Chr1plus_563126_563402	Chr1plus_563126	Chr1plus_563402
Chr1plus	563126	563182	-	Chr1plus_563126_563182	Chr1plus_563126	Chr1plus_563182
Chr1plus	572104	572159	-	Chr1plus_572104_572159	Chr1plus_572104	Chr1plus_572159
Chr1plus	578939	579028	+	Chr1plus_578939_579028	Chr1plus_578939	Chr1plus_579028
Chr1plus	583046	583236	-	Chr1plus_583046_583236	Chr1plus_583046	Chr1plus_583236
Chr1plus	596771	596832	-	Chr1plus_596771_596832	Chr1plus_596771	Chr1plus_596832
Chr1plus	606760	606825	+	Chr1plus_606760_606825	Chr1plus_606760	Chr1plus_606825
Chr1plus	608989	609044	-	Chr1plus_608989_609044	Chr1plus_608989	Chr1plus_609044
Chr1plus	634397	634455	+	Chr1plus_634397_634455	Chr1plus_634397	Chr1plus_634455
Chr1plus	636442	636506	+	Chr1plus_636442_636506	Chr1plus_636442	Chr1plus_636506
Chr1plus	681255	681335	-	Chr1plus_681255_681335	Chr1plus_681255	Chr1plus_681335
Chr1plus	681539	681612	-	Chr1plus_681539_681612	Chr1plus_681539	Chr1plus_681612
Chr1plus	706890	707436	+	Chr1plus_706890_707436	Chr1plus_706890	Chr1plus_707436
Chr1plus	715790	715878	+	Chr1plus_715790_715878	Chr1plus_715790	Chr1plus_715878
Chr1plus	716641	716933	+	Chr1plus_716641_716933	Chr1plus_716641	Chr1plus_716933
Chr1plus	716852	716936	+	Chr1plus_716852_716936	Chr1plus_716852	Chr1plus_716936
Chr1plus	718858	719496	+	Chr1plus_718858_719496	Chr1plus_718858	Chr1plus_719496
Chr1plus	724360	724466	-	Chr1plus_724360_724466	Chr1plus_724360	Chr1plus_724466
Chr1plus	726120	726217	-	Chr1plus_726120_726217	Chr1plus_726120	Chr1plus_726217
Chr1plus	727756	727889	+	Chr1plus_727756_727889	Chr1plus_727756	Chr1plus_727889
Chr1plus	736267	736333	+	Chr1plus_736267_736333	Chr1plus_736267	Chr1plus_736333
Chr1plus	739904	741199	+	Chr1plus_739904_741199	Chr1plus_739904	Chr1plus_741199
Chr1plus	751667	751718	+	Chr1plus_751667_751718	Chr1plus_751667	Chr1plus_751718
Chr1plus	751840	751895	+	Chr1plus_751840_751895	Chr1plus_751840	Chr1plus_751895
Chr1plus	751964	752054	+	Chr1plus_751964_752054	Chr1plus_751964	Chr1plus_752054
Chr1plus	806795	806883	-	Chr1plus_806795_806883	Chr1plus_806795	Chr1plus_806883
Chr1plus	809852	809907	+	Chr1plus_809852_809907	Chr1plus_809852	Chr1plus_809907
Chr1plus	815030	815086	-	Chr1plus_815030_815086	Chr1plus_815030	Chr1plus_815086
Chr1plus	821550	821607	+	Chr1plus_821550_821607	Chr1plus_821550	Chr1plus_821607
Chr1plus	822128	822184	+	Chr1plus_822128_822184	Chr1plus_822128	Chr1plus_822184
Chr1plus	822816	822875	-	Chr1plus_822816_822875	Chr1plus_822816	Chr1plus_822875
Chr1plus	827414	827609	-	Chr1plus_827414_827609	Chr1plus_827414	Chr1plus_827609
Chr1plus	827619	827693	+	Chr1plus_827619_827693	Chr1plus_827619	Chr1plus_827693
Chr1plus	827636	827693	+	Chr1plus_827636_827693	Chr1plus_827636	Chr1plus_827693
Chr1plus	833001	833134	-	Chr1plus_833001_833134	Chr1plus_833001	Chr1plus_833134
Chr1plus	840909	841168	+	Chr1plus_840909_841168	Chr1plus_840909	Chr1plus_841168
Chr1plus	864939	864998	+	Chr1plus_864939_864998	Chr1plus_864939	Chr1plus_864998
Chr1plus	880041	880285	+	Chr1plus_880041_880285	Chr1plus_880041	Chr1plus_880285
Chr1plus	913776	913922	+	Chr1plus_913776_913922	Chr1plus_913776	Chr1plus_913922
Chr1plus	913804	913922	+	Chr1plus_913804_913922	Chr1plus_913804	Chr1plus_913922
Chr1plus	920036	920104	-	Chr1plus_920036_920104	Chr1plus_920036	Chr1plus_920104
Chr1plus	926887	926935	-	Chr1plus_926887_926935	Chr1plus_926887	Chr1plus_926935
Chr1plus	949677	949724	-	Chr1plus_949677_949724	Chr1plus_949677	Chr1plus_949724
Chr1plus	955331	955391	-	Chr1plus_955331_955391	Chr1plus_955331	Chr1plus_955391
Chr1plus	955331	955405	-	Chr1plus_955331_955405	Chr1plus_955331	Chr1plus_955405
Chr1plus	955331	955414	-	Chr1plus_955331_955414	Chr1plus_955331	Chr1plus_955414
Chr1plus	958154	958206	+	Chr1plus_958154_958206	Chr1plus_958154	Chr1plus_958206
Chr1plus	958149	958206	+	Chr1plus_958149_958206	Chr1plus_958149	Chr1plus_958206
Chr1plus	958711	959024	+	Chr1plus_958711_959024	Chr1plus_958711	Chr1plus_959024
Chr1plus	958727	958791	+	Chr1plus_958727_958791	Chr1plus_958727	Chr1plus_958791
Chr1plus	958727	958837	+	Chr1plus_958727_958837	Chr1plus_958727	Chr1plus_958837
Chr1plus	958943	959024	+	Chr1plus_958943_959024	Chr1plus_958943	Chr1plus_959024
Chr1plus	959688	959752	-	Chr1plus_959688_959752	Chr1plus_959688	Chr1plus_959752
Chr1plus	959961	961453	+	Chr1plus_959961_961453	Chr1plus_959961	Chr1plus_961453
Chr1plus	959961	961439	-	Chr1plus_959961_961439	Chr1plus_959961	Chr1plus_961439
Chr1plus	961287	961453	+	Chr1plus_961287_961453	Chr1plus_961287	Chr1plus_961453
Chr1plus	965193	965359	-	Chr1plus_965193_965359	Chr1plus_965193	Chr1plus_965359
Chr1plus	992498	992562	+	Chr1plus_992498_992562	Chr1plus_992498	Chr1plus_992562
Chr1plus	992718	992837	+	Chr1plus_992718_992837	Chr1plus_992718	Chr1plus_992837
Chr1plus	1016052	1016116	+	Chr1plus_1016052_1016116	Chr1plus_1016052	Chr1plus_1016116
Chr1plus	1026478	1026543	+	Chr1plus_1026478_1026543	Chr1plus_1026478	Chr1plus_1026543
Chr1plus	1029482	1029618	+	Chr1plus_1029482_1029618	Chr1plus_1029482	Chr1plus_1029618
Chr1plus	1036049	1036200	+	Chr1plus_1036049_1036200	Chr1plus_1036049	Chr1plus_1036200
Chr1plus	1036471	1036545	+	Chr1plus_1036471_1036545	Chr1plus_1036471	Chr1plus_1036545
Chr1plus	1044141	1044193	+	Chr1plus_1044141_1044193	Chr1plus_1044141	Chr1plus_1044193
Chr1plus	1074513	1074783	+	Chr1plus_1074513_1074783	Chr1plus_1074513	Chr1plus_1074783
Chr1plus	1079280	1079339	-	Chr1plus_1079280_1079339	Chr1plus_1079280	Chr1plus_1079339
Chr1plus	1079664	1079723	-	Chr1plus_1079664_1079723	Chr1plus_1079664	Chr1plus_1079723
Chr1plus	1080200	1080258	-	Chr1plus_1080200_1080258	Chr1plus_1080200	Chr1plus_1080258
Chr1plus	1089689	1089763	+	Chr1plus_1089689_1089763	Chr1plus_1089689	Chr1plus_1089763
Chr1plus	1094043	1094113	+	Chr1plus_1094043_1094113	Chr1plus_1094043	Chr1plus_1094113
Chr1plus	1108881	1108952	-	Chr1plus_1108881_1108952	Chr1plus_1108881	Chr1plus_1108952
Chr1plus	1132736	1132839	-	Chr1plus_1132736_1132839	Chr1plus_1132736	Chr1plus_1132839
Chr1plus	1139792	1139861	+	Chr1plus_1139792_1139861	Chr1plus_1139792	Chr1plus_1139861
Chr1plus	1145021	1145078	+	Chr1plus_1145021_1145078	Chr1plus_1145021	Chr1plus_1145078
Chr1plus	1147631	1147699	-	Chr1plus_1147631_1147699	Chr1plus_1147631	Chr1plus_1147699
Chr1plus	1165554	1165624	-	Chr1plus_1165554_1165624	Chr1plus_1165554	Chr1plus_1165624
Chr1plus	1165692	1165741	-	Chr1plus_1165692_1165741	Chr1plus_1165692	Chr1plus_1165741
Chr1plus	1231622	1231708	+	Chr1plus_1231622_1231708	Chr1plus_1231622	Chr1plus_1231708
Chr1plus	1232220	1232288	+	Chr1plus_1232220_1232288	Chr1plus_1232220	Chr1plus_1232288
Chr1plus	1256332	1256401	+	Chr1plus_1256332_1256401	Chr1plus_1256332	Chr1plus_1256401
Chr1plus	1259420	1259472	-	Chr1plus_1259420_1259472	Chr1plus_1259420	Chr1plus_1259472
Chr1plus	1266874	1266946	-	Chr1plus_1266874_1266946	Chr1plus_1266874	Chr1plus_1266946
Chr1plus	1279782	1279834	+	Chr1plus_1279782_1279834	Chr1plus_1279782	Chr1plus_1279834
Chr1plus	1295529	1295592	-	Chr1plus_1295529_1295592	Chr1plus_1295529	Chr1plus_1295592
Chr1plus	1297084	1297135	-	Chr1plus_1297084_1297135	Chr1plus_1297084	Chr1plus_1297135
Chr1plus	1302950	1303025	-	Chr1plus_1302950_1303025	Chr1plus_1302950	Chr1plus_1303025
Chr1plus	1334011	1334168	+	Chr1plus_1334011_1334168	Chr1plus_1334011	Chr1plus_1334168
Chr1plus	1348896	1348968	+	Chr1plus_1348896_1348968	Chr1plus_1348896	Chr1plus_1348968
Chr1plus	1353072	1353124	+	Chr1plus_1353072_1353124	Chr1plus_1353072	Chr1plus_1353124
Chr1plus	1361041	1361243	-	Chr1plus_1361041_1361243	Chr1plus_1361041	Chr1plus_1361243
Chr1plus	1365514	1365578	+	Chr1plus_1365514_1365578	Chr1plus_1365514	Chr1plus_1365578
Chr1plus	1369742	1369817	+	Chr1plus_1369742_1369817	Chr1plus_1369742	Chr1plus_1369817
Chr1plus	1369742	1369820	+	Chr1plus_1369742_1369820	Chr1plus_1369742	Chr1plus_1369820
Chr1plus	1384185	1384258	+	Chr1plus_1384185_1384258	Chr1plus_1384185	Chr1plus_1384258
Chr1plus	1407204	1407336	+	Chr1plus_1407204_1407336	Chr1plus_1407204	Chr1plus_1407336
Chr1plus	1407270	1407336	+	Chr1plus_1407270_1407336	Chr1plus_1407270	Chr1plus_1407336
Chr1plus	1407277	1407336	+	Chr1plus_1407277_1407336	Chr1plus_1407277	Chr1plus_1407336
Chr1plus	1407270	1407616	+	Chr1plus_1407270_1407616	Chr1plus_1407270	Chr1plus_1407616
Chr1plus	1412374	1412617	+	Chr1plus_1412374_1412617	Chr1plus_1412374	Chr1plus_1412617
Chr1plus	1428460	1428536	-	Chr1plus_1428460_1428536	Chr1plus_1428460	Chr1plus_1428536
Chr1plus	1446183	1446314	+	Chr1plus_1446183_1446314	Chr1plus_1446183	Chr1plus_1446314
Chr1plus	1472535	1472619	+	Chr1plus_1472535_1472619	Chr1plus_1472535	Chr1plus_1472619
Chr1plus	1493679	1493742	-	Chr1plus_1493679_1493742	Chr1plus_1493679	Chr1plus_1493742
Chr1plus	1498019	1498125	+	Chr1plus_1498019_1498125	Chr1plus_1498019	Chr1plus_1498125
Chr1plus	1498019	1498285	+	Chr1plus_1498019_1498285	Chr1plus_1498019	Chr1plus_1498285
Chr1plus	1511545	1511744	+	Chr1plus_1511545_1511744	Chr1plus_1511545	Chr1plus_1511744
Chr1plus	1514018	1514092	+	Chr1plus_1514018_1514092	Chr1plus_1514018	Chr1plus_1514092
Chr1plus	1514920	1514997	-	Chr1plus_1514920_1514997	Chr1plus_1514920	Chr1plus_1514997
Chr1plus	1519475	1519540	+	Chr1plus_1519475_1519540	Chr1plus_1519475	Chr1plus_1519540
Chr1plus	1520425	1520482	-	Chr1plus_1520425_1520482	Chr1plus_1520425	Chr1plus_1520482
Chr1plus	1539725	1539817	+	Chr1plus_1539725_1539817	Chr1plus_1539725	Chr1plus_1539817
Chr1plus	1539725	1540206	+	Chr1plus_1539725_1540206	Chr1plus_1539725	Chr1plus_1540206
Chr1plus	1539899	1540206	+	Chr1plus_1539899_1540206	Chr1plus_1539899	Chr1plus_1540206
Chr1plus	1539899	1540197	+	Chr1plus_1539899_1540197	Chr1plus_1539899	Chr1plus_1540197
Chr1plus	1546156	1546238	+	Chr1plus_1546156_1546238	Chr1plus_1546156	Chr1plus_1546238
Chr1plus	1574901	1574959	-	Chr1plus_1574901_1574959	Chr1plus_1574901	Chr1plus_1574959
Chr1plus	1582105	1582165	+	Chr1plus_1582105_1582165	Chr1plus_1582105	Chr1plus_1582165
Chr1plus	1584976	1585057	-	Chr1plus_1584976_1585057	Chr1plus_1584976	Chr1plus_1585057
Chr1plus	1585627	1585721	-	Chr1plus_1585627_1585721	Chr1plus_1585627	Chr1plus_1585721
Chr1plus	1585627	1585683	-	Chr1plus_1585627_1585683	Chr1plus_1585627	Chr1plus_1585683
Chr1plus	1585810	1585898	-	Chr1plus_1585810_1585898	Chr1plus_1585810	Chr1plus_1585898
Chr1plus	1587867	1588041	+	Chr1plus_1587867_1588041	Chr1plus_1587867	Chr1plus_1588041
Chr1plus	1587867	1587924	+	Chr1plus_1587867_1587924	Chr1plus_1587867	Chr1plus_1587924
Chr1plus	1596108	1597504	+	Chr1plus_1596108_1597504	Chr1plus_1596108	Chr1plus_1597504
Chr1plus	1607969	1608067	+	Chr1plus_1607969_1608067	Chr1plus_1607969	Chr1plus_1608067
Chr1plus	1609152	1609201	+	Chr1plus_1609152_1609201	Chr1plus_1609152	Chr1plus_1609201
Chr1plus	1626332	1626398	-	Chr1plus_1626332_1626398	Chr1plus_1626332	Chr1plus_1626398
Chr1plus	1668221	1668288	+	Chr1plus_1668221_1668288	Chr1plus_1668221	Chr1plus_1668288
Chr1plus	1674848	1674919	+	Chr1plus_1674848_1674919	Chr1plus_1674848	Chr1plus_1674919
Chr1plus	1690113	1690187	+	Chr1plus_1690113_1690187	Chr1plus_1690113	Chr1plus_1690187
Chr1plus	1690590	1690764	+	Chr1plus_1690590_1690764	Chr1plus_1690590	Chr1plus_1690764
Chr1plus	1705956	1706016	-	Chr1plus_1705956_1706016	Chr1plus_1705956	Chr1plus_1706016
Chr1plus	1707107	1707286	-	Chr1plus_1707107_1707286	Chr1plus_1707107	Chr1plus_1707286
Chr1plus	1709688	1709743	-	Chr1plus_1709688_1709743	Chr1plus_1709688	Chr1plus_1709743
Chr1plus	1709822	1709887	-	Chr1plus_1709822_1709887	Chr1plus_1709822	Chr1plus_1709887
Chr1plus	1711613	1711687	-	Chr1plus_1711613_1711687	Chr1plus_1711613	Chr1plus_1711687
Chr1plus	1711863	1711971	-	Chr1plus_1711863_1711971	Chr1plus_1711863	Chr1plus_1711971
Chr1plus	1724680	1724734	-	Chr1plus_1724680_1724734	Chr1plus_1724680	Chr1plus_1724734
Chr1plus	1728929	1728992	-	Chr1plus_1728929_1728992	Chr1plus_1728929	Chr1plus_1728992
Chr1plus	1750546	1750602	-	Chr1plus_1750546_1750602	Chr1plus_1750546	Chr1plus_1750602
Chr1plus	1750568	1750623	-	Chr1plus_1750568_1750623	Chr1plus_1750568	Chr1plus_1750623
Chr1plus	1766359	1766411	+	Chr1plus_1766359_1766411	Chr1plus_1766359	Chr1plus_1766411
Chr1plus	1767296	1767355	+	Chr1plus_1767296_1767355	Chr1plus_1767296	Chr1plus_1767355
Chr1plus	1774249	1774386	+	Chr1plus_1774249_1774386	Chr1plus_1774249	Chr1plus_1774386
Chr1plus	1777500	1777571	+	Chr1plus_1777500_1777571	Chr1plus_1777500	Chr1plus_1777571
Chr1plus	1777602	1777665	+	Chr1plus_1777602_1777665	Chr1plus_1777602	Chr1plus_1777665
Chr1plus	1809647	1809701	+	Chr1plus_1809647_1809701	Chr1plus_1809647	Chr1plus_1809701
Chr1plus	1809634	1809691	-	Chr1plus_1809634_1809691	Chr1plus_1809634	Chr1plus_1809691
Chr1plus	1810654	1810705	+	Chr1plus_1810654_1810705	Chr1plus_1810654	Chr1plus_1810705
Chr1plus	1811499	1811756	-	Chr1plus_1811499_1811756	Chr1plus_1811499	Chr1plus_1811756
Chr1plus	1826267	1826560	-	Chr1plus_1826267_1826560	Chr1plus_1826267	Chr1plus_1826560
Chr1plus	1830315	1830417	-	Chr1plus_1830315_1830417	Chr1plus_1830315	Chr1plus_1830417
Chr1plus	1830323	1830417	+	Chr1plus_1830323_1830417	Chr1plus_1830323	Chr1plus_1830417
Chr1plus	1830358	1830417	-	Chr1plus_1830358_1830417	Chr1plus_1830358	Chr1plus_1830417
Chr1plus	1867110	1867187	+	Chr1plus_1867110_1867187	Chr1plus_1867110	Chr1plus_1867187
Chr1plus	1876259	1876410	+	Chr1plus_1876259_1876410	Chr1plus_1876259	Chr1plus_1876410
Chr1plus	1902091	1902159	+	Chr1plus_1902091_1902159	Chr1plus_1902091	Chr1plus_1902159
Chr1plus	1917618	1917678	-	Chr1plus_1917618_1917678	Chr1plus_1917618	Chr1plus_1917678
Chr1plus	1922964	1923094	+	Chr1plus_1922964_1923094	Chr1plus_1922964	Chr1plus_1923094
Chr1plus	1957955	1958028	+	Chr1plus_1957955_1958028	Chr1plus_1957955	Chr1plus_1958028
Chr1plus	1957955	1958031	+	Chr1plus_1957955_1958031	Chr1plus_1957955	Chr1plus_1958031
Chr1plus	1968049	1968103	+	Chr1plus_1968049_1968103	Chr1plus_1968049	Chr1plus_1968103
Chr1plus	1968935	1969008	-	Chr1plus_1968935_1969008	Chr1plus_1968935	Chr1plus_1969008
Chr1plus	1979679	1979775	+	Chr1plus_1979679_1979775	Chr1plus_1979679	Chr1plus_1979775
Chr1plus	1988974	1989045	+	Chr1plus_1988974_1989045	Chr1plus_1988974	Chr1plus_1989045
Chr1plus	2002950	2003004	-	Chr1plus_2002950_2003004	Chr1plus_2002950	Chr1plus_2003004
Chr1plus	2003062	2003171	-	Chr1plus_2003062_2003171	Chr1plus_2003062	Chr1plus_2003171
Chr1plus	2003062	2003131	-	Chr1plus_2003062_2003131	Chr1plus_2003062	Chr1plus_2003131
Chr1plus	2011644	2011942	+	Chr1plus_2011644_2011942	Chr1plus_2011644	Chr1plus_2011942
Chr1plus	2011646	2011942	+	Chr1plus_2011646_2011942	Chr1plus_2011646	Chr1plus_2011942
Chr1plus	2011644	2011939	+	Chr1plus_2011644_2011939	Chr1plus_2011644	Chr1plus_2011939
Chr1plus	2011844	2011939	+	Chr1plus_2011844_2011939	Chr1plus_2011844	Chr1plus_2011939
Chr1plus	2015481	2015734	+	Chr1plus_2015481_2015734	Chr1plus_2015481	Chr1plus_2015734
Chr1plus	2050667	2050727	-	Chr1plus_2050667_2050727	Chr1plus_2050667	Chr1plus_2050727
Chr1plus	2053415	2053492	+	Chr1plus_2053415_2053492	Chr1plus_2053415	Chr1plus_2053492
Chr1plus	2066972	2067040	+	Chr1plus_2066972_2067040	Chr1plus_2066972	Chr1plus_2067040
Chr1plus	2069163	2069242	-	Chr1plus_2069163_2069242	Chr1plus_2069163	Chr1plus_2069242
Chr1plus	2069174	2069242	+	Chr1plus_2069174_2069242	Chr1plus_2069174	Chr1plus_2069242
Chr1plus	2071802	2071975	+	Chr1plus_2071802_2071975	Chr1plus_2071802	Chr1plus_2071975
Chr1plus	2071802	2072433	+	Chr1plus_2071802_2072433	Chr1plus_2071802	Chr1plus_2072433
Chr1plus	2097737	2098585	+	Chr1plus_2097737_2098585	Chr1plus_2097737	Chr1plus_2098585
Chr1plus	2098670	2101824	+	Chr1plus_2098670_2101824	Chr1plus_2098670	Chr1plus_2101824
Chr1plus	2098642	2101844	+	Chr1plus_2098642_2101844	Chr1plus_2098642	Chr1plus_2101844
Chr1plus	2101898	2102900	+	Chr1plus_2101898_2102900	Chr1plus_2101898	Chr1plus_2102900
Chr1plus	2101898	2102331	+	Chr1plus_2101898_2102331	Chr1plus_2101898	Chr1plus_2102331
Chr1plus	2102359	2102900	+	Chr1plus_2102359_2102900	Chr1plus_2102359	Chr1plus_2102900
Chr1plus	2109563	2109799	-	Chr1plus_2109563_2109799	Chr1plus_2109563	Chr1plus_2109799
Chr1plus	2110563	2110624	-	Chr1plus_2110563_2110624	Chr1plus_2110563	Chr1plus_2110624
Chr1plus	2111237	2111306	-	Chr1plus_2111237_2111306	Chr1plus_2111237	Chr1plus_2111306
Chr1plus	2115053	2115103	+	Chr1plus_2115053_2115103	Chr1plus_2115053	Chr1plus_2115103
Chr1plus	2115231	2115287	+	Chr1plus_2115231_2115287	Chr1plus_2115231	Chr1plus_2115287
Chr1plus	2115341	2115523	-	Chr1plus_2115341_2115523	Chr1plus_2115341	Chr1plus_2115523
Chr1plus	2119542	2119630	+	Chr1plus_2119542_2119630	Chr1plus_2119542	Chr1plus_2119630
Chr1plus	2134568	2134628	-	Chr1plus_2134568_2134628	Chr1plus_2134568	Chr1plus_2134628
Chr1plus	2136260	2136316	-	Chr1plus_2136260_2136316	Chr1plus_2136260	Chr1plus_2136316
Chr1plus	2150614	2150665	+	Chr1plus_2150614_2150665	Chr1plus_2150614	Chr1plus_2150665
Chr1plus	2160429	2160487	-	Chr1plus_2160429_2160487	Chr1plus_2160429	Chr1plus_2160487
Chr1plus	2162664	2162730	+	Chr1plus_2162664_2162730	Chr1plus_2162664	Chr1plus_2162730
Chr1plus	2164030	2164092	-	Chr1plus_2164030_2164092	Chr1plus_2164030	Chr1plus_2164092
Chr1plus	2191713	2191766	+	Chr1plus_2191713_2191766	Chr1plus_2191713	Chr1plus_2191766
Chr1plus	2191940	2191997	+	Chr1plus_2191940_2191997	Chr1plus_2191940	Chr1plus_2191997
Chr1plus	2208327	2208399	+	Chr1plus_2208327_2208399	Chr1plus_2208327	Chr1plus_2208399
Chr1plus	2209521	2209579	-	Chr1plus_2209521_2209579	Chr1plus_2209521	Chr1plus_2209579
Chr1plus	2209980	2210053	-	Chr1plus_2209980_2210053	Chr1plus_2209980	Chr1plus_2210053
Chr1plus	2210100	2210165	-	Chr1plus_2210100_2210165	Chr1plus_2210100	Chr1plus_2210165
Chr1plus	2210106	2210165	-	Chr1plus_2210106_2210165	Chr1plus_2210106	Chr1plus_2210165
Chr1plus	2210100	2210174	-	Chr1plus_2210100_2210174	Chr1plus_2210100	Chr1plus_2210174
Chr1plus	2210295	2210412	-	Chr1plus_2210295_2210412	Chr1plus_2210295	Chr1plus_2210412
Chr1plus	2210301	2210412	-	Chr1plus_2210301_2210412	Chr1plus_2210301	Chr1plus_2210412
Chr1plus	2210347	2210412	-	Chr1plus_2210347_2210412	Chr1plus_2210347	Chr1plus_2210412
Chr1plus	2226666	2226723	-	Chr1plus_2226666_2226723	Chr1plus_2226666	Chr1plus_2226723
Chr1plus	2226814	2226954	-	Chr1plus_2226814_2226954	Chr1plus_2226814	Chr1plus_2226954
Chr1plus	2226818	2226954	-	Chr1plus_2226818_2226954	Chr1plus_2226818	Chr1plus_2226954
Chr1plus	2227041	2227100	-	Chr1plus_2227041_2227100	Chr1plus_2227041	Chr1plus_2227100
Chr1plus	2227132	2227191	-	Chr1plus_2227132_2227191	Chr1plus_2227132	Chr1plus_2227191
Chr1plus	2230869	2230928	+	Chr1plus_2230869_2230928	Chr1plus_2230869	Chr1plus_2230928
Chr1plus	2237357	2237424	+	Chr1plus_2237357_2237424	Chr1plus_2237357	Chr1plus_2237424
