Chr1plus	153855	153907	15;13;19;75;62;14;15;65;77;56;42;42;22;39;33;17;11;15;10;8;6;4;1;1;2	-	SRR3197700;SRR3197701;SRR3197702;SRR3197704;SRR3197705;SRR3197706;SRR3197707;SRR3197708;SRR3197709;SRR3197710;SRR3197711;SRR6960218;SRR3197703;SRR6960213;SRR6960219;SRR6960221;SRR6960222;SRR6960217;SRR6960209;SRR6960207;SRR6960216;SRR6960214;SRR6960220;SRR6960208;ERR2224047	Chr1plus_153855_153907	77	NA
Chr1plus	155071	155130	20;20;33;2;11;4;12;14;5;40;6;4;7;4;3;4;3;3;1;1;2	+	SRR3197709;SRR3197704;SRR3197710;SRR3197703;SRR3197708;SRR6960209;SRR3197701;SRR3197705;SRR6960217;SRR3197711;SRR3197702;SRR6960216;SRR6960219;SRR6960221;SRR3197700;SRR6960212;SRR6960223;SRR6960222;SRR3197707;SRR6960208;SRR6960213	Chr1plus_155071_155130	40	NA
Chr1plus	155504	155572	11;10;14;20;26;3;3;3;1;1;4;1;13;2;9;1	+	SRR3197702;SRR3197704;SRR3197705;SRR3197709;SRR3197700;SRR6960221;SRR3197701;SRR3197710;SRR6960209;SRR3197703;SRR3197708;SRR6960219;ERR2224050;SRR6960218;ERR2224046;SRR3197711	Chr1plus_155504_155572	26	NA
Chr1plus	160732	160786	10;5;3;7;12;4;6;6;6;2;6;6;6;1;2;1;3;3;1;1;1;3	+	SRR6960222;SRR3197708;SRR3197705;SRR6960217;SRR3197704;SRR6960207;SRR6960215;SRR6960221;SRR3197710;SRR3197703;SRR3197709;SRR6960209;SRR6960219;SRR3197702;SRR6960213;SRR3197707;SRR3197711;SRR6960216;SRR6960218;SRR6960212;ERR2224048;ERR2224047	Chr1plus_160732_160786	12	NA
Chr1plus	170036	170092	3;6;10;27;2;2;7;2;1;2;7;1;5;2	-	SRR6960222;SRR3197709;SRR3197708;SRR3197705;SRR3197710;SRR3197702;SRR3197704;SRR3197706;SRR6960218;SRR6960213;SRR3197701;SRR3197703;SRR3197700;SRR3197711	Chr1plus_170036_170092	27	NA
Chr1plus	171334	171399	6;2;2;1;3;1;2;1;1;1;1;1	-	SRR3197705;SRR6960217;SRR3197711;SRR6960222;SRR6960220;SRR3197704;SRR3197708;SRR6960216;ERR2224048;SRR6960214;SRR6960219;ERR2224049	Chr1plus_171334_171399	6	NA
Chr1plus	180795	180866	8;11;8;2;15;17;5;6;10;7;2;9;7;6;3;1;3;1;3	-	SRR6960216;SRR6960208;SRR6960210;SRR3197710;SRR6960214;SRR6960223;SRR6960209;SRR6960218;SRR6960225;SRR6960220;SRR6960211;SRR6960215;SRR6960219;SRR6960213;SRR6960221;SRR3197705;ERR2224049;SRR3197711;ERR2224047	Chr1plus_180795_180866	17	NA
Chr1plus	184027	184108	93;103;158;152;86;109;141;87;142;66;57;116;154;58;144;52;220;102;5;3	-	SRR6960207;SRR6960208;SRR6960209;SRR6960210;SRR6960211;SRR6960212;SRR6960213;SRR6960214;SRR6960215;SRR6960216;SRR6960217;SRR6960218;SRR6960219;SRR6960220;SRR6960221;SRR6960222;SRR6960223;SRR6960225;SRR6960224;ERR2224047	Chr1plus_184027_184108	220	NA
Chr1plus	184031	184108	24;34;26;17;12;28;44;13;44;23;21;16;26;20;37;15;68;30;5	-	SRR6960207;SRR6960208;SRR6960209;SRR6960210;SRR6960211;SRR6960212;SRR6960213;SRR6960214;SRR6960215;SRR6960216;SRR6960217;SRR6960218;SRR6960219;SRR6960220;SRR6960221;SRR6960222;SRR6960223;SRR6960225;SRR6960224	Chr1plus_184031_184108	68	NA
Chr1plus	184041	184108	76;81	-	SRR6960215;SRR6960223	Chr1plus_184041_184108	81	NA
Chr1plus	184086	184171	21;12;41;46;15;10;37;48;20;36;9;11;26;30;4;2;1	-	SRR6960212;SRR6960216;SRR6960211;SRR6960215;SRR6960217;SRR6960218;SRR6960214;SRR6960223;SRR6960220;SRR6960210;SRR6960222;SRR6960221;SRR6960225;SRR6960208;SRR6960209;SRR6960219;ERR2224049	Chr1plus_184086_184171	48	NA
Chr1plus	184086	184190	4;65;1;3;1;2;1;1	-	SRR6960214;SRR6960223;SRR6960213;SRR6960215;SRR6960221;SRR6960208;ERR2224049;SRR6960220	Chr1plus_184086_184190	65	NA
Chr1plus	184086	184161	9;19;18;1;2;1;1	-	SRR6960214;SRR6960210;SRR6960223;SRR6960215;SRR6960222;SRR6960220;SRR6960208	Chr1plus_184086_184161	19	NA
Chr1plus	184371	184428	36;91;179;63;37;70;119;63;79;42;80;108;168;39;156;87;124;42;1;43;73;15;1	-	SRR6960207;SRR6960208;SRR6960209;SRR6960210;SRR6960211;SRR6960212;SRR6960213;SRR6960214;SRR6960215;SRR6960216;SRR6960217;SRR6960218;SRR6960219;SRR6960220;SRR6960221;SRR6960222;SRR6960223;SRR6960225;SRR3197710;ERR2224047;ERR2224048;ERR2224049;ERR2224046	Chr1plus_184371_184428	179	NA
Chr1plus	184371	184594	18;20;14;21;11;3;4;5;4;3;1;2;2;1;3;5	-	SRR6960208;SRR6960210;SRR6960212;SRR6960223;SRR6960225;SRR6960213;SRR6960220;SRR6960221;SRR6960209;SRR6960219;SRR6960214;SRR6960215;SRR6960216;SRR6960222;SRR6960211;ERR2224048	Chr1plus_184371_184594	21	NA
Chr1plus	185458	185540	4;2;6;4;2;1;1;1	-	SRR3197700;SRR3197707;SRR6960212;SRR6960225;SRR3197704;SRR6960209;SRR6960218;SRR6960220	Chr1plus_185458_185540	6	NA
Chr1plus	191121	191180	30;11;3;1;2;1;5;2;5;6;1;1	-	SRR3197710;SRR3197711;SRR6960210;SRR6960215;SRR6960208;SRR6960209;SRR6960223;SRR6960214;ERR2224047;ERR2224048;ERR2224051;SRR6960225	Chr1plus_191121_191180	30	NA
Chr1plus	191472	191525	35;3;1;4;2;1;1	-	SRR3197710;SRR6960214;SRR3197708;SRR3197711;SRR6960208;SRR3197700;SRR3197707	Chr1plus_191472_191525	35	NA
Chr1plus	212456	212512	21;27;34;8;34;10;8;13;6;18;13;41;16;19;13;11;3;5;1;1;4;7;3;1;1;2	-	SRR6960212;SRR6960214;SRR6960217;SRR6960219;SRR6960222;SRR3197701;SRR6960221;SRR6960215;SRR3197705;SRR6960208;SRR6960210;SRR6960225;SRR6960223;SRR6960211;SRR6960216;SRR6960220;SRR3197704;SRR6960209;SRR3197710;SRR3197709;SRR3197711;ERR2224046;SRR6960213;SRR3197700;SRR6960218;SRR6960207	Chr1plus_212456_212512	41	NA
Chr1plus	212451	212512	5;10;3;6;5;4;4;1;4;2;3;4;1;3;3;1;2;1	-	SRR6960217;SRR6960222;SRR6960223;SRR6960220;SRR6960225;SRR6960211;SRR6960221;SRR6960219;SRR6960215;SRR6960209;SRR6960210;SRR6960212;SRR6960208;ERR2224046;SRR6960216;SRR3197705;SRR3197701;SRR6960218	Chr1plus_212451_212512	10	NA
Chr1plus	227488	227543	11;2;30	-	SRR3197710;SRR3197704;SRR3197711	Chr1plus_227488_227543	30	NA
Chr1plus	228390	228439	15;3;1;1	-	SRR3197710;SRR3197705;SRR6960220;SRR3197711	Chr1plus_228390_228439	15	NA
Chr1plus	231037	231094	2;5;2;5;1;2;1;2;73;13;6;1;15;3	+	SRR3197707;SRR3197710;SRR3197708;SRR6960209;SRR6960219;SRR6960222;SRR6960223;SRR3197709;ERR2224048;ERR2224049;ERR2224047;SRR3197703;ERR2224051;ERR2224046	Chr1plus_231037_231094	73	NA
Chr1plus	233696	233759	44;55;5;3;59;70;23;22;18;20;35;41;99;54;56;5;10;17;21;41;72;11;11;9;2;3	-	SRR6960213;SRR6960221;SRR6960214;ERR2224046;SRR3197700;SRR3197701;SRR3197704;SRR3197705;SRR3197706;SRR3197707;SRR3197708;SRR3197709;SRR3197710;SRR3197711;SRR6960209;SRR6960210;SRR6960212;SRR6960215;SRR6960217;SRR6960218;SRR6960219;SRR6960220;SRR6960222;SRR6960225;SRR6960208;ERR2224047	Chr1plus_233696_233759	99	NA
Chr1plus	236851	236907	15;14;9;12;8;7;5;24;13;13;4;9;7;4;4;7;5;2;6;4;1;9	-	SRR3197701;SRR3197710;SRR6960219;SRR3197700;SRR3197704;SRR3197702;SRR3197709;SRR6960207;SRR6960209;SRR6960221;SRR6960211;SRR3197711;SRR6960222;SRR3197705;SRR6960214;SRR6960218;SRR6960220;SRR3197708;SRR6960216;SRR6960208;SRR6960224;SRR6960213	Chr1plus_236851_236907	24	NA
Chr1plus	242338	242565	6;4;6;11;6;15;8;7;8;5;6;5;2;2;3;2;2;1	+	SRR3197705;SRR6960219;SRR3197700;SRR3197709;SRR3197708;SRR6960209;SRR6960221;SRR6960213;SRR3197704;SRR6960217;SRR6960208;SRR6960218;SRR6960215;SRR3197707;SRR3197710;SRR6960216;SRR3197702;SRR6960207	Chr1plus_242338_242565	15	NA
Chr1plus	242338	242442	12;9;4;8;4;7;1;2;2;4;21;6;1;11;3;4;1;1;3	+	SRR6960221;SRR3197704;SRR3197710;SRR6960209;SRR6960218;SRR6960215;SRR6960225;SRR6960213;SRR3197708;SRR3197705;SRR3197703;SRR3197709;SRR6960207;SRR6960219;SRR3197701;SRR6960208;SRR3197711;SRR6960217;ERR2224048	Chr1plus_242338_242442	21	NA
Chr1plus	244510	244561	30;12;11;43;9;9;5;9;9;3;6;3;3;7;1;2;1;3;6;4;4;2;5;3	+	SRR3197711;SRR6960209;SRR3197704;SRR3197710;SRR3197705;SRR3197709;SRR3197706;SRR3197703;SRR6960217;SRR6960218;SRR3197700;SRR3197708;SRR3197702;SRR6960219;SRR6960207;SRR3197707;SRR6960216;SRR6960211;SRR6960221;SRR6960222;ERR2224050;ERR2224046;ERR2224048;ERR2224047	Chr1plus_244510_244561	43	NA
Chr1plus	246450	246539	6;4;1;1;1	+	SRR3197704;SRR3197710;SRR6960217;SRR6960218;SRR3197701	Chr1plus_246450_246539	6	NA
Chr1plus	269497	269548	7;4;6;3;1;2;2;1	-	SRR6960216;SRR6960217;SRR6960225;SRR6960213;SRR6960212;SRR6960220;SRR6960221;SRR6960219	Chr1plus_269497_269548	7	NA
Chr1plus	269674	269735	7;5;7;3;2;2;1;2;1;1;2;5	-	SRR6960216;SRR6960225;SRR6960217;SRR6960222;SRR3197700;SRR6960218;SRR3197707;SRR6960223;SRR6960209;SRR6960214;SRR3197702;ERR2224046	Chr1plus_269674_269735	7	NA
Chr1plus	272744	272806	5;10;2;1;1;1;4;3;4;2;1;1;2;2;1;1;4;1;2	-	SRR3197702;SRR6960207;SRR6960214;SRR6960212;SRR6960213;SRR3197709;SRR6960208;SRR6960218;SRR6960223;SRR3197703;SRR3197711;SRR6960209;SRR6960219;SRR3197710;SRR6960217;SRR6960211;ERR2224048;ERR2224051;ERR2224047	Chr1plus_272744_272806	10	NA
Chr1plus	277502	277555	26;11;9;8;5;6;6;13;8;4;5;28;3;6;7;3;3;2;9;3;7;3;3;1;12;1;6;3;3;4	-	SRR3197710;SRR6960217;SRR6960219;SRR6960223;SRR6960212;SRR3197705;SRR3197708;SRR6960222;SRR6960214;SRR6960218;SRR3197702;SRR3197704;SRR6960216;SRR3197703;SRR6960225;SRR3197700;SRR3197709;SRR6960213;SRR3197711;SRR6960221;SRR6960209;SRR6960220;SRR3197701;SRR3197706;ERR2224047;SRR6960210;ERR2224050;SRR6960215;ERR2224051;ERR2224048	Chr1plus_277502_277555	28	NA
Chr1plus	281733	281791	13;6;3;1;1;1;2;5;1	-	SRR6960214;SRR6960211;SRR6960217;SRR6960220;SRR6960216;SRR6960225;SRR3197704;SRR6960222;SRR6960215	Chr1plus_281733_281791	13	NA
Chr1plus	281831	281921	2;38;7;3;13;11;12;5;1;7;1;4;2;2;1;1;4	-	SRR3197711;SRR6960214;SRR6960217;SRR6960215;SRR6960220;SRR6960222;SRR6960216;SRR6960223;SRR6960221;SRR6960211;SRR3197707;SRR3197704;SRR6960212;SRR3197709;SRR3197705;SRR3197710;SRR6960208	Chr1plus_281831_281921	38	NA
Chr1plus	286364	286417	15;8;7;22;9;5;6;2;4;13;9;13;6;1;1;1;4;1;1;2	-	SRR3197710;SRR6960221;SRR3197704;SRR3197709;SRR6960218;SRR3197711;SRR6960217;SRR3197702;SRR3197703;SRR6960209;SRR6960213;SRR6960219;SRR6960222;SRR6960223;SRR6960211;SRR3197708;SRR3197700;SRR3197705;SRR6960212;SRR6960220	Chr1plus_286364_286417	22	NA
Chr1plus	292193	292242	29;29;19;18;6;31;14;8;41;14;9;12;5;8;9;24;14;7;7;8;4;3;1;1;15;5;2;4;2;1	-	SRR3197705;SRR3197704;SRR3197703;SRR3197711;SRR3197706;SRR3197709;SRR6960212;SRR6960218;SRR3197710;SRR3197708;SRR6960213;SRR6960217;SRR6960219;SRR6960223;SRR3197701;SRR3197702;SRR6960210;SRR6960215;SRR6960225;SRR3197707;SRR6960208;SRR6960221;SRR6960209;SRR6960222;ERR2224048;SRR3197700;ERR2224050;ERR2224051;ERR2224046;ERR2224049	Chr1plus_292193_292242	41	NA
Chr1plus	295469	295539	1226;8314;2548;2148;3287;3284;4420;7994;8856;1340;935;2017;2147;968;998;2253;2084;3236;1549;1927;7914;1768;2543;1726;1501;3126;4845;1124;2697;1464;132;1271;693;163;4433;410;1729	-	SRR6960208;SRR6960213;SRR6960216;SRR6960217;SRR6960219;SRR6960221;SRR6960225;SRR3197700;SRR3197701;SRR3197702;SRR3197703;SRR3197704;SRR3197705;SRR3197706;SRR3197707;SRR3197708;SRR3197709;SRR3197710;SRR6960210;SRR6960214;SRR6960218;SRR6960222;SRR6960223;SRR3197711;SRR6960215;SRR6960209;SRR6960207;SRR6960211;SRR6960212;SRR6960220;SRR6960224;ERR2224046;ERR2224048;ERR2224049;ERR2224050;ERR2224047;ERR2224051	Chr1plus_295469_295539	8856	NA
Chr1plus	295469	295840	7;6;1	-	SRR6960213;SRR6960218;SRR6960211	Chr1plus_295469_295840	7	NA
Chr1plus	295467	295539	12;1;1;2;1;1;1	+	SRR6960225;SRR6960216;SRR6960218;SRR6960212;SRR6960214;SRR6960210;SRR6960213	Chr1plus_295467_295539	12	NA
Chr1plus	295469	295915	3;6;1	-	SRR6960207;SRR3197702;SRR6960219	Chr1plus_295469_295915	6	NA
Chr1plus	303258	303322	6;8;6;5;6;24;6;5;3	-	SRR3197709;SRR3197711;SRR3197704;SRR3197706;SRR3197708;SRR3197710;SRR3197700;SRR3197705;SRR3197707	Chr1plus_303258_303322	24	NA
Chr1plus	310520	310693	7;6;2;1	+	SRR3197711;SRR3197710;SRR6960210;SRR3197700	Chr1plus_310520_310693	7	NA
Chr1plus	313709	313769	4;3;4;4;3;3;3;2;1;4;2;1;1;4;3;5;1	+	SRR6960214;SRR3197710;SRR6960212;SRR6960215;SRR6960216;SRR6960217;SRR6960211;SRR6960218;SRR6960225;SRR6960220;SRR6960208;SRR6960221;SRR6960223;ERR2224048;SRR6960210;SRR6960222;SRR6960209	Chr1plus_313709_313769	5	NA
Chr1plus	314037	314106	5;8;4;1;2;4;2;3;1;2;3;1;1;2;4;2;3	+	SRR6960222;SRR6960223;SRR6960216;SRR6960212;SRR6960218;SRR6960211;SRR6960221;SRR3197704;SRR3197702;SRR6960214;SRR6960217;SRR6960215;SRR6960219;SRR3197709;ERR2224048;SRR6960225;SRR6960220	Chr1plus_314037_314106	8	NA
Chr1plus	314910	314974	2;1;4;7;1;2;1;1;1	+	SRR6960225;SRR3197710;SRR6960209;SRR6960214;SRR6960223;SRR6960221;SRR6960219;SRR6960211;ERR2224047	Chr1plus_314910_314974	7	NA
Chr1plus	317082	317147	4;1;1;5;2;2;1;2;1;1;1;1	+	SRR6960218;SRR3197700;SRR6960225;SRR6960212;SRR6960211;SRR6960213;SRR6960214;SRR6960220;SRR6960221;SRR6960219;SRR6960215;SRR6960209	Chr1plus_317082_317147	5	NA
Chr1plus	320939	321005	5;2;3;1;1;3	+	SRR6960211;SRR6960218;SRR6960208;SRR6960209;SRR6960219;SRR6960220	Chr1plus_320939_321005	5	NA
Chr1plus	321966	322030	6;2;4;4;11;4;2;1;4;4;2;3;1;1;3;9;4;1	-	SRR6960207;SRR6960222;SRR6960223;SRR3197710;SRR6960213;SRR6960221;SRR3197707;SRR3197700;SRR6960212;SRR6960218;SRR6960217;SRR6960219;SRR6960225;SRR6960209;SRR6960216;ERR2224048;ERR2224049;SRR3197702	Chr1plus_321966_322030	11	NA
Chr1plus	324860	324926	25;5;3	+	SRR3197710;SRR3197711;SRR6960216	Chr1plus_324860_324926	25	NA
Chr1plus	325625	325685	4;5;2;1	-	SRR6960209;SRR6960221;SRR6960218;ERR2224049	Chr1plus_325625_325685	5	NA
Chr1plus	327155	327208	4;2;6;14;7;8;3;23;3;1;4;2;2;3;2;1;2;2;2;1;2;2	-	SRR6960211;SRR6960214;SRR6960209;SRR6960219;SRR3197702;SRR3197710;SRR3197711;SRR3197704;SRR6960222;SRR6960216;SRR3197709;SRR3197703;SRR3197707;SRR6960213;SRR6960221;SRR3197705;SRR6960217;ERR2224047;SRR6960218;SRR6960225;SRR6960223;ERR2224051	Chr1plus_327155_327208	23	NA
Chr1plus	328505	328556	20;1;1	-	SRR3197708;SRR3197700;SRR3197710	Chr1plus_328505_328556	20	NA
Chr1plus	330846	330903	2;3;6;1;4;3;2;3;2;2;2;1	+	SRR6960221;SRR6960216;SRR6960223;SRR3197709;SRR6960209;SRR3197700;SRR6960211;SRR6960222;SRR6960218;SRR6960214;SRR6960220;SRR6960210	Chr1plus_330846_330903	6	NA
Chr1plus	336413	336475	4;5;1;1	+	SRR3197708;SRR6960209;SRR3197710;SRR6960221	Chr1plus_336413_336475	5	NA
Chr1plus	337734	337793	26;15;1;20;2;1;4;1	+	SRR6960209;SRR6960219;SRR6960215;SRR6960221;SRR6960217;SRR6960222;SRR6960218;SRR6960213	Chr1plus_337734_337793	26	NA
Chr1plus	341393	341646	3;5;3;1	-	SRR6960207;SRR6960224;SRR6960220;SRR6960213	Chr1plus_341393_341646	5	NA
Chr1plus	370370	370437	2;4;2;5;3;7;1;2;2;1;6;1;1;3;1;1;1	-	SRR3197704;SRR3197708;SRR3197711;SRR6960217;SRR6960219;SRR6960222;SRR6960213;SRR6960209;SRR6960215;SRR6960223;SRR6960211;SRR6960208;SRR6960207;SRR6960216;SRR3197709;SRR6960212;SRR6960220	Chr1plus_370370_370437	7	NA
Chr1plus	370382	370437	8;6;5;7;10;3;2;8;4;4;1;6;3;3;6;1;2;3;2;2;2;1	-	SRR6960215;SRR6960209;SRR6960208;SRR6960220;SRR6960222;SRR6960223;SRR3197705;SRR6960217;SRR6960211;SRR6960218;SRR6960213;SRR6960219;SRR3197704;SRR6960221;SRR6960225;SRR3197703;SRR3197707;SRR6960207;SRR6960214;SRR6960216;SRR3197710;SRR6960210	Chr1plus_370382_370437	10	NA
Chr1plus	374547	374605	6;11;12;9;5;2;3;4;3;4;2;1;1	+	SRR6960217;SRR3197704;SRR3197705;SRR3197711;SRR6960213;SRR3197710;SRR6960218;SRR3197708;SRR6960221;SRR3197709;SRR6960219;SRR6960209;SRR6960216	Chr1plus_374547_374605	12	NA
Chr1plus	381769	381833	14;1;7;1;2	-	SRR3197710;SRR3197705;SRR3197711;SRR6960213;SRR6960222	Chr1plus_381769_381833	14	NA
Chr1plus	388118	388169	1;3;17;18;2	+	SRR3197708;SRR3197710;ERR2224049;ERR2224048;ERR2224047	Chr1plus_388118_388169	18	NA
